uid,type,SBU（部门）,PRD号码,产品名称,PRD号码,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方,样品ART
1,default,ED2,30354307,Efka? SI 2722,30354307,Efka? SI 2722,Efka? SI 2722,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,silicone-based defoamer,31,solution of defoaming substances containing silicone,"clear, colorless liquid","4,7,68",,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,18kg  |  170kg  |  ,,"56434389,0,8#56434230,0,5",,56434389 | 56434230
1,default,ED2,30474506,Efka? SI 2741,30474506,Efka? SI 2741,Efka? SI 2741,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,silicone-based defoamer,31,solution of defoaming substances containing silicone,"clear, colorless liquid","4,7",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,15kg,,"54982613,0,8#54982560,0,5",,54982613 | 54982560
1,default,ED2,30477917,Efka? SL 3030,30477917,Efka? SL 3030,Efka? SL 3030,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,organically modified polysiloxane,"clear, colorless liquid",4,,,,51,,,,,,,,,,,0.91,,,,,,,,,,,,,,18kg  |  180kg  |  ,,"55304747,0,8#50123685,0,5",,55304747 | 50123685
1,default,ED2,30483148,Efka? SL 3031,30483148,Efka? SL 3031,Efka? SL 3031,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,organically modified polysiloxane,"clear to slightly hazy, colorless liquid",4,,,,52,,,,,,,,,,,0.95,,,,,,,,,,,,,,18kg,,"55870151,0,8#55870098,0,5",,55870151 | 55870098
1,default,ED2,30482120,Efka? SL 3033,30482120,Efka? SL 3033,Efka? SL 3033,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,organically modified polysiloxane,"clear to slightly hazy, colorless liquid","4,68",,,,15,,,,,,,,,,,0.91,,,,,,,,,,,,,,18kg  |  180kg  |  ,,"55756996,0,8#55756943,0,5",,55756996 | 55756943
1,default,ED2,30570648,Efka? SL 3034,30570648,Efka? SL 3034,Efka? SL 3034,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,fluorocarbon containing organically modified polysiloxane,"clear to slightly hazy, colorless liquid",4,,,,51,,,,,,,,,,,0.98,,,,,,,,,,,,,,18kg,,"50301424,0,8#50301421,0,5",,50301424 | 50301421
1,default,ED2,30483525,Efka? SL 3035,30483525,Efka? SL 3035,Efka? SL 3035,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,organically modified polysiloxane,"clear to slightly hazy, colorless liquid",4,,,,52,,,,,,,,,,,1,,,,,,,,,,,,,,18kg  |  20kg  |  ,,"55919494,0,8#55919441,0,5",,55919494 | 55919441
1,default,ED2,30472097,Efka? SL 3239,30472097,Efka? SL 3239,Efka? SL 3239,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,organically modified polysiloxane,"clear to slightly hazy, colorless liquid",4,,,,98,,,,,,,,,,,0.93,,,,,,,,,,,,,,18kg,,"50111635,0,8#50111634,0,5",,50111635 | 50111634
1,default,ED2,30535828,Efka? SL 3257,30535828,Efka? SL 3257,Efka? SL 3257,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,organically modified polysiloxane,"clear to slightly hazy, colorless liquid","4,7",,,,,,,,,175-390,,,,,,1.04,,,,,,,,,,,,,,,,"50379808,0,8",,50379808
1,default,ED2,30536726,Efka? SL 3258,30536726,Efka? SL 3258,Efka? SL 3258,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,organically modified polysiloxane,"clear to slightly hazy, colorless liquid","4,7",,,,,,,,,160,,,,,,1,,,,,,,,,,,,,,  |  200kg  |  ,,"50365707,0,8#50365637,0,5",,50365707 | 50365637
1,default,ED2,30537790,Efka? SL 3259,30537790,Efka? SL 3259,Efka? SL 3259,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,organically modified polysiloxane,"clear to slightly hazy, colorless liquid","4,7",,,,,,,,,175,,,,,,1,,,,,,,,,,,,,,,,"50370555,0,8#50370536,0,5",,50370555 | 50370536
1,default,ED2,30475714,Efka? SL 3288,30475714,Efka? SL 3288,Efka? SL 3288,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,organically modified polysiloxane,"clear to slightly hazy, colorless liquid","4,7",,,,98,,,,,,,,,,,1.01,,,,,,,,,,,,,,20kg  |  200kg  |  ,,"55114742,0,8",,55114742
1,default,ED2,30482705,Efka? SL 3299,30482705,Efka? SL 3299,Efka? SL 3299,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,slip and leveling agent,33,organically modified polysiloxane,"clear to slightly hazy, colorless liquid","4,7",,,,98,,,,,,,,,,,1.04,,,,,,,,,,,,,,20kg,,"55821974,0,8#55821921,0,5",,55821974 | 55821921
1,default,ED2,30482424,Efka? SL 3883,30482424,Efka? SL 3883,Efka? SL 3883,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,reactive slip and leveling agent,33,polysiloxane-modified polymer with unsaturated terminal groups,"clear to slightly hazy, slightly yellowish liquid","4,7",,,,70,,,,,,,,,,,1.04,,,,,,,,,,,,,,20kg,,"55791658,0,5",,55791658
1,default,ED2,30729269,Foamaster? MO 2111 AG,30729269,Foamaster? MO 2111 AG,Foamaster? MO 2111 AG,1,https://detail.1688.com/offer/570889480605.html,57,defoamer based on mineral oil,31,blend of mineral oils and modified fatty acid derivatives,turbid yellow liquid,"67,4,7",,,,100,,,,,300,,,,,,0.88,,,,,,,,,,,,,,180kg  |  880kg  |  ,,"50641152,0,8#50641153,0,5",,50641152 | 50641153
1,default,ED2,30729268,Foamaster? MO 2134 AG,30729268,Foamaster? MO 2134 AG,Foamaster? MO 2134 AG,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,defoamer based on mineral oil,31,blend of mineral oils and non-ionic surfactants,turbid whitish to yellowish liquid,"67,4,7,68",,,,100,,,,,600,,,,,,0.9,,,,,,,,,,,,,,180kg  |  880kg  |  ,,"50641156,0,8#50641158,0,5",,50641156 | 50641158
1,default,ED2,30574547,Foamaster? MO 2150 AC,30574547,Foamaster? MO 2150 AC,Foamaster? MO 2150 AC,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,defoamer based on mineral oil,31,blend of foam destroying substances,yellowish liquid,"67,7",,,,100,,,,,400,,,,,,0.86,,,,,,,,,,,,,,175kg  |  875kg  |  ,,"50365194,0,8#50365273,0,5",,50365194 | 50365273
1,default,ED2,30678502,Foamaster? MO 2160,30678502,Foamaster? MO 2160,Foamaster? MO 2160,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,defoamer based on mineral oil,31,blend of foam destroying substances,yellowish liquid,67,,,,100,,,,,200-800,,,,,,0.86,,,,,,,,,,,,,,175kg,,"50527093,0,8#50527095,0,5",,50527093 | 50527095
1,default,ED2,30530585,Foamaster? MO 2190,30530585,Foamaster? MO 2190,Foamaster? MO 2190,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,defoamer based on mineral oil,31,blend of foam destroying substances,Opaque off-white liquid,68,,,,100,,,,,,,,,,,0.89,,,,,,,,,,,,,,172kg,,"50365211,0,8",,50365211
1,default,ED2,30678243,Foamaster? MO 2190 AG,30678243,Foamaster? MO 2190 AG,Foamaster? MO 2190 AG,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,defoamer based on mineral oil,31,blend of foam destroying substances,Opaque off-white liquid,"7,68",,,,100,,,,,,,,,,,0.89,,,,,,,,,,,,,,180kg,,"50525915,0,8#50525916,0,5",,50525915 | 50525916
1,default,ED2,30730953,Foamaster? MO NDW AG,30730953,Foamaster? MO NDW AG,Foamaster? MO NDW AG,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,defoamer based on mineral oil,31,blend of mineral oils and non ionic surfactants,turbid amber liquid,67,,,,100,,,,,550,,,,,,0.87,,,,,,,,,,,,,,180kg,,"50643960,0,8#50643971,0,5",,50643960 | 50643971
1,default,ED2,30725002,Foamaster? MO NXZ AG,30725002,Foamaster? MO NXZ AG,Foamaster? MO NXZ AG,1,https://detail.1688.com/offer/577740618653.html,57,defoamer based on mineral oil,31,blend of mineral oils and non ionic surfactants,turbid amber liquid,"67,4,7,68",,,,100,,,,,450,,,,,,0.87,,,,,,,,,,,,,,180kg  |  890kg  |  ,,"50625561,0,8#50625520,0,5",,50625561 | 50625520
1,default,ED2,30536804,FoamStar? ED 2521,30536804,FoamStar? ED 2521,FoamStar? ED 2521,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,emulsion defoamer,31,polymer emulsion,white liquid,67,,,,16,,,,,2300,,,,,,1,,,,,,,,,,,,,,,,"50365237,0,8#50365227,0,5",,50365237 | 50365227
1,default,ED2,30693620,FoamStar? ED 2522 AG,30693620,FoamStar? ED 2522 AG,FoamStar? ED 2522 AG,1,https://detail.1688.com/offer/614536165570.html,58,emulsion defoamer,31,polymer emulsion,white liquid,"67,7",,,,19,,,,,2500,,,,,,1,,,,,,,,,,,,,,200kg,,"50565691,0,8#50565679,0,5",,50565691 | 50565679
1,default,ED2,30564243,FoamStar? ED 2523,30564243,FoamStar? ED 2523,FoamStar? ED 2523,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,emulsion defoamer,31,polymer emulsion,white liquid,67,,,,27.5,,,,,2000,,,,,,1,,,,,,,,,,,,,,,,"50365239,0,8#50365575,0,5",,50365239 | 50365575
1,default,ED2,30529294,FoamStar? SI 2210,30529294,FoamStar? SI 2210,FoamStar? SI 2210,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,highly effective deaerator and defoamer,31,blend of specially modified alcohols and a polysiloxane adduct,"colorless to slightly yellowish, clear to slightly hazy liquid","4,7",,,,100,,,,,75,,,,,,0.95,,,,,,,,,,,,,,180kg  |  900kg  |  15kg,,"50365240,0,8#50365164,0,5",,50365240 | 50365164
1,default,ED2,30667091,FoamStar? SI 2240,30667091,FoamStar? SI 2240,FoamStar? SI 2240,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,highly effective deaerator and defoamer,31,compound of modified polydimethylsiloxanes,"colorless to slightly yellowish, clear to slightly hazy liquid",4,,,,100,,,,,600,,,,,,1,,,,,,,,,,,,,,160kg,,"50499582,0,8#50499583,0,5",,50499582 | 50499583
1,default,ED2,30428361,FoamStar? SI 2250,30428361,FoamStar? SI 2250,FoamStar? SI 2250,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,highly effective deaerator and defoamer,31,modified polydimethyl siloxane,opalescent liquid,"4,7",,,,100,,,,,,,,,,,0.99,,,,,,,,,,,,,,20kg,,"56414991,0,8#56415044,0,5",,56414991 | 56415044
1,default,ED2,30529223,FoamStar? SI 2292,30529223,FoamStar? SI 2292,FoamStar? SI 2292,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,defoamer,31,blend of a specially modified polydimethyl siloxane,colorless to slightly yellow liquid,"4,7",,,,9,,,,,10,,,,,,0.91,,,,,,,,,,,,,,180kg,,"50365716,0,8#50365647,0,5",,50365716 | 50365647
1,default,ED2,30537951,FoamStar? SI 2293,30537951,FoamStar? SI 2293,FoamStar? SI 2293,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,defoamer,31,blend of modified polydimethyl siloxanes with a VOC-free carrier,clear to slightly hazy colorless liquid,4,,,,100,,,,,160,,,,,,1,,,,,,,,,,,,,,180kg,,"50365258,0,8#50365230,0,5",,50365258 | 50365230
1,default,ED2,30665394,FoamStar? SI 2299,30665394,FoamStar? SI 2299,FoamStar? SI 2299,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,highly effective deaerator and defoamer,31,Modified polydimethylsiloxane,"Colorless to slightly yellowish, clear to slightly hazy liquid","4,7",,,,100,,,,,20,,,,,,1,,,,,,,,,,,,,,15kg  |  180kg  |  ,,"50569643,0,8#50569642,0,5",,50569643 | 50569642
1,default,ED2,30533549,FoamStar? ST 2400,30533549,FoamStar? ST 2400,FoamStar? ST 2400,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,based on patented FoamStar? technology,31,based on patented FoamStar? technology and mineral oil,"opaque, off-white liquid",4,,,,100,,,,,,,,,,,0.87,,,,,,,,,,,,,,170kg,,"50365259,0,8#50365205,0,5",,50365259 | 50365205
1,default,ED2,30678247,FoamStar? ST 2410 AG,30678247,FoamStar? ST 2410 AG,FoamStar? ST 2410 AG,1,https://detail.1688.com/offer/615035519585.html,58,based on patented FoamStar? technology,31,based on patented FoamStar? technology and mineral oil,"opaque, off-white liquid","67,4,7,68",,,,100,,,,,,,,,,,0.87,,,,,,,,,,,,,,170kg  |  850kg  |  ,,"50525912,0,8#50525890,0,5",,50525912 | 50525890
1,default,ED2,30535109,FoamStar? ST 2412,30535109,FoamStar? ST 2412,FoamStar? ST 2412,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,based on patented FoamStar? technology,31,based on patented FoamStar? technology and mineral oil,"opaque, off-white liquid","67,4,7,68",,,,100,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,"50379308,0,8",,50379308
1,default,ED2,30694953,FoamStar? ST 2437,30694953,FoamStar? ST 2437,FoamStar? ST 2437,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,based on patented FoamStar? technology,31,based on patented FoamStar? technology and mineral oil,"opaque, off-white liquid",4,,,,100,,,,,,,,,,,0.87,,,,,,,,,,,,,,170kg,,"50568256,0,8#50568255,0,5",,50568256 | 50568255
1,default,ED2,30535114,FoamStar? ST 2438,30535114,FoamStar? ST 2438,FoamStar? ST 2438,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,based on patented FoamStar? technology,31,based on polysiloxanes and hyperbranched starpolymer,"light yellow, clear to slightly hazy liquid","4,7",,,,100,,,,,140,,,,,,0.95,,,,,,,,,,,,,,190kg,,"50365294,0,8#50565209,0,5",,50365294 | 50565209
1,default,ED2,30529216,FoamStar? ST 2454,30529216,FoamStar? ST 2454,FoamStar? ST 2454,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,based on patented FoamStar? technology,31,based on patented FoamStar? technology and mineral oil,"light yellow, clear to slightly hazy liquid","4,68",,,,100,,,,,2500,,,,,,1,,,,,,,,,,,,,,180kg,,"50365298,0,8#50365148,0,5",,50365298 | 50365148
1,default,ED2,30703572,Hydropalat? FL 3635,30703572,Hydropalat? FL 3635,Hydropalat? FL 3635,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,improve flow and boiling marks in aqueous industrial coatings,33,combination of surface active low molecular polymers,"clear, pale liquid",4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,"50582442,0,5",,50582442
1,default,ED2,30655039,Hydropalat? SL 3682,30655039,Hydropalat? SL 3682,Hydropalat? SL 3682,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,slip and anti-blocking additive for aqueous system,33,aqueous dispersion of a polydimethylsiloxane gum,white liquid,"4,7",,,,65,,,,,3000,,,,,,0.98,,,,,,,,,,,,,,20kg,,"50479575,0,8#50479559,0,5",,50479575 | 50479559
1,default,ED2,30528521,Hydropalat? WE 3120,30528521,Hydropalat? WE 3120,Hydropalat? WE 3120,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,low-foaming wetting agent,33,fatty alcohol alkoxylate,colorless liquid,"4,7,68",,,,100,,,,,,,,,,,0.96,,,,,,,,,,,,,,900kg,,"50365299,0,8#50365069,0,5",,50365299 | 50365069
1,default,ED2,30628507,Hydropalat? WE 3165,30628507,Hydropalat? WE 3165,Hydropalat? WE 3165,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,wetting and dispersing agent for aqueous coatings and pigment pastes,33,fatty alcohol alkoxylate,colorless liquid,67,,,,65,,,,,550,,,,,,,,,6.8,,,,,,,,,,,950kg,,"50424497,0,8#50423450,0,5",,50424497 | 50423450
1,default,ED2,30602000,Hydropalat? WE 3188,30602000,Hydropalat? WE 3188,Hydropalat? WE 3188,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,wetting and dispersing agent for aqueous coatings and pigment pastes,30,fatty alcohol alkoxylate,amber liquid,"67,4,",,,,100,,,,,,,,,,,,,,6-Jan,,,,,,,,,,,200kg,,"50238460,0,0.4kg#50238461,0,0.8kg",,50238460 | 50238461
1,default,ED2,30585150,Hydropalat? WE 3189,30585150,Hydropalat? WE 3189,Hydropalat? WE 3189,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,wetting and dispersing agent for aqueous coatings and pigment pastes,33,Alkylpolyethylene glycol ether made from a C10-Guerbet alcohol,colorless liquid,67,,,,80,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,"50470817,0,5",,50470817
1,default,ED2,30626989,Hydropalat? WE 3220,30626989,Hydropalat? WE 3220,Hydropalat? WE 3220,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,silicone surfactant as wetting agent,33,organically modified polysiloxane,"clear colorless, low-viscosity liquid","4,7",,,,87.5,,,,,,,,,,,1.04,,,,,,,,,,,,,,20kg,,"50415718,0,8#50415716,0,5",,50415718 | 50415716
1,default,ED2,30626990,Hydropalat? WE 3221,30626990,Hydropalat? WE 3221,Hydropalat? WE 3221,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,silicone surfactant as wetting agent,33,organically modified polysiloxane,"clear colorless, low-viscosity liquid","4,7",,,,45,,,,,,,,,,,1,,,,,,,,,,,,,,20kg,,"50415771,0,8#50415719,0,5",,50415771 | 50415719
1,default,ED2,30720461,Hydropalat? WE 3225,30720461,Hydropalat? WE 3225,Hydropalat? WE 3225,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,Silicone based wetting agent with pronounced defoaming action,33,Blend of silicone based wetting agents,Clear liquid,"4,7",,,,100,,,,,150,,,,,,1.02,,,,,,,,,,,,,,,,"50625039,0,8#50625040,0,5",,50625039 | 50625040
1,default,ED2,30534876,Hydropalat? WE 3322,30534876,Hydropalat? WE 3322,Hydropalat? WE 3322,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,"excellent substrate wetting with defoaming, gloss improvement and pigment wetting",33,hyper-branched surfactant with a central hydrophile,clear to slightly hazy yellow liquid,"4,7",,,,98,,,,,100,,,,,,,,,7,,,,,,,,,,,192kg,,"50365705,0,8",,54039741
1,default,ED2,30534896,Hydropalat? WE 3323,30534896,Hydropalat? WE 3323,Hydropalat? WE 3323,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,"excellent substrate wetting with defoaming, gloss improvement and pigment wetting",33,hyper-branched surfactant with a central hydrophile,clear to slightly hazy yellow liquid,"4,7,68",,,,100,,,,,,,,,,,1,,,,,,,,,,,,,,192kg,,"50365706,0,8#50365636,0,5",,50365706 | 50365636
1,default,ED2,30581213,Hydropalat? WE 3370,30581213,Hydropalat? WE 3370,Hydropalat? WE 3370,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,wetting and anti-cratering agent for aqueous system,33,fluorocarbon-modified polyacrylate neutralized with dimethyl ethanolamine (DMEA),"slightly hazy, yellowish liquid","4,",,,,60,,,,,,,,,,60,1.05,,,,,,,,,,,,,,,,"50328120,0,8#50318119,0,5",,50328120 | 50318119
1,default,ED2,30529335,Hydropalat? WE 3475,30529335,Hydropalat? WE 3475,Hydropalat? WE 3475,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,wetting agent,33,anionic compound,"low viscous, clear liquid","7,68",,,,75,,,,,,,,,,,,,,6.5,,,,,,,,,,,200kg  |  1000kg  |  ,,"50365666,0,8#50365626,0,5",,50365666 | 50365626
1,default,ED2,30533734,Hydropalat? WE 3477,30533734,Hydropalat? WE 3477,Hydropalat? WE 3477,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,wetting agent,33,anionic compound,"low viscous, clear liquid","7,68",,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,"50379336,0,8",,50082431
1,default,ED2,30531172,Hydropalat? WE 3485,30531172,Hydropalat? WE 3485,Hydropalat? WE 3485,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,wetting agent,33,anionic compound,"low viscous, clear liquid","7,68",,,,85,,,,,,,,,,,,,,6,,,,,,,,,,,  |  1000kg  |  ,,"50379338,0,8#50379337,0,5",,50379338 | 50379337
1,default,ED2,30590853,Hydropalat? WE 3500,30590853,Hydropalat? WE 3500,Hydropalat? WE 3500,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,"excellent surface leveling and substrate wetting while avoiding side effects like cratering, foam stabilization",33,fluorocarbon-modified polyacrylate neutralized with dimethyl ethanolamine,"Clear to slightly hazy, yellowish liquid",4,,,,60,,,,,,,,,,90,1.05,,,,,,,,,,,,,,20kg,,"50349275,0,8#50349274,0,5",,50349275 | 50349274
1,default,ED2,30574083,Hydropalat? WE 3650,30574083,Hydropalat? WE 3650,Hydropalat? WE 3650,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,low foaming wetting agent,33,modified alkoxylate,"clear, colorless to slightly yellow liquid","4,68",,,,100,,,,,,,,,,,0.97,,,,,,,,,,,,,,18kg,,"50310276,0,8#50310272,0,5",,50310276 | 50310272
1,default,ED2,30546642,Irgafos? 126 (ED),30546642,Irgafos? 126 (ED),Irgafos? 126 (ED),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,60,high performance organo-phosphite processing stabilizer,36,"Bis(2,4-di-tert-butylphenol)pentaerythritol diphosphite",white powder,"4,68",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,  |  25x20kg  |  ,,,,
1,default,ED2,30546656,Irgafos? 168 (ED),30546656,Irgafos? 168 (ED),Irgafos? 168 (ED),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,60,hydrolytically stable organo-phosphite processing stabilizer,36,"Tris(2,4-di-tert-butylphenyl)phosphite","white, free-flowing powder","4,68",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,  |  25x20kg  |  ,,,,
1,default,ED2,30546637,Irganox? 1010 (ED),30546637,Irganox? 1010 (ED),Irganox? 1010 (ED),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,61,"highly effective, non-discoloring, sterically hindered primary phenolic antioxidant stabilizer",36,"Pentaerythritol tetrakis(3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate)","white, free-flowing powder","4,68",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,  |  36x20kg  |  ,,,,
1,default,ED2,30119547,Irganox? 1076,30119547,Irganox? 1076,Irganox? 1076,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,61,"highly effective, non-discoloring, sterically hindered primary phenolic antioxidant stabilizer",36,"Octadecyl-[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate]","white, fine granules","4,68",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,  |  25x20kg  |  ,,,,
